Station Name,City,State,Latitude,Longitude,Operator,Usage Type,Connector Type,Power (kW)
Palakkad Ahalia Eye Hospital EVCS - GO EC,Elappully,Kerala,10.79348727,76.82652951,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3
Palakkad Ahalia Food Point EVCS - GO EC,Elappully,Kerala,10.79203226,76.82834712,GO EC (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Palakkad Ahalia Food Point EVCS - GO EC,Elappully,Kerala,10.79203226,76.82834712,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3
Ahalia Walayar - GO EC,Walayar,Kerala,10.82659305,76.82605307,GO EC (IN),Public - Membership Required,CCS (Type 2),60
Ahalia Walayar - GO EC,Walayar,Kerala,10.82659305,76.82605307,GO EC (IN),Public - Membership Required,CCS (Type 2),30
Le Sky Dine EVCS - GO EC,Palakkad,Kerala,10.77395725,76.69819741,GO EC (IN),Public - Membership Required,CCS (Type 2),60
Le Sky Dine EVCS - GO EC,Palakkad,Kerala,10.77395725,76.69819741,GO EC (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7
Doctor Green EVCS - GO EC,Alathur,Kerala,10.64616636,76.55140239,GO EC (IN),Public - Membership Required,CCS (Type 2),60
Doctor Green EVCS - GO EC,Alathur,Kerala,10.64616636,76.55140239,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3
SJ Eco Power Charge - GO EC,Alathur,Kerala,10.63830442,76.52393014,GO EC (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
SJ Eco Power Charge - GO EC,Alathur,Kerala,10.63830442,76.52393014,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3
Jeevz - GO EC,Vadakkencherry,Kerala,10.59323903,76.48253527,GO EC (IN),Public - Membership Required,CCS (Type 2),25
Sanjeevani Green - GO EC,Thiruvilwamala,Kerala,10.71002171,76.42879294,GO EC (IN),Public - Membership Required,CCS (Type 2),25
Sanjeevani Green - GO EC,Thiruvilwamala,Kerala,10.71002171,76.42879294,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3
Green Valley - GO EC,Thirissur,Kerala,10.69271606,76.26858375,GO EC (IN),Public - Membership Required,CCS (Type 2),60
Green Valley - GO EC,Thirissur,Kerala,10.69271606,76.26858375,GO EC (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Green Valley - GO EC,Thirissur,Kerala,10.69271606,76.26858375,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3
AR Dine - GO EC,Cheruthuruthi,Kerala,10.75038197,76.2747566,GO EC (IN),Public - Membership Required,CCS (Type 2),25
EV Super Charging Station,Pattambi,Kerala,10.80479517,76.20815708,GO EC (IN),Public - Membership Required,CCS (Type 2),30
Pattambi Power Bank - GO EC,Pattambi,Kerala,10.81106853,76.1864437,GO EC (IN),Public - Membership Required,CCS (Type 2),30
Pattambi Power Bank - GO EC,Pattambi,Kerala,10.81106853,76.1864437,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3
New Kerala Hotel EVCS - GO EC,Nhangattiri,Kerala,10.78488099,76.17067627,GO EC (IN),Public - Membership Required,CCS (Type 2),30
Oasis EV Super Charging Station,Mannarkkad,Kerala,10.93355662,76.5272171,GO EC (IN),Public - Membership Required,CCS (Type 2),60
Oasis EV Super Charging Station,Mannarkkad,Kerala,10.93355662,76.5272171,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3
Shalimar EVCS - GO EC,Perinthalmanna,Kerala,10.96529678,76.28389833,GO EC (IN),Public - Membership Required,CCS (Type 2),25
Shalimar EVCS - GO EC,Perinthalmanna,Kerala,10.96529678,76.28389833,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3
Green Zone EVCS - GO EC,Valanchery,Kerala,10.87341308,76.06245823,GO EC (IN),Public - Membership Required,CCS (Type 2),60
Green Zone EVCS - GO EC,Valanchery,Kerala,10.87341308,76.06245823,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3
Unicorn Power EVCS - GO EC,Edappal,Kerala,10.80994664,76.00873437,GO EC (IN),Public - Membership Required,CCS (Type 2),30
CG Cafe EVCS - GO EC,Pandikkad,Kerala,11.13959615,76.23611346,GO EC (IN),Public - Membership Required,CCS (Type 2),60
Karulai Malayora Express EVCS - GO EC,Karulai,Kerala,11.28804948,76.29798171,GO EC (IN),Public - Membership Required,CCS (Type 2),30
Jam Joom Super Market - GO EC,Nilambur,Kerala,11.28668073,76.23926379,GO EC (IN),Public - Membership Required,CCS (Type 2),25
ABS Motors - GO EC,Nilambur,Kerala,11.25364726,76.2019012,GO EC (IN),Public - Membership Required,CCS (Type 2),30
VP Mall EVCS - GO EC,Manjeri,Kerala,11.12891582,76.11539461,GO EC (IN),Public - Membership Required,CCS (Type 2),60
VP Mall EVCS - GO EC,Manjeri,Kerala,11.12891582,76.11539461,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3
Jam Joom EV Charging Station - GO EC,Malappuram,Kerala,11.04318059,76.08430156,GO EC (IN),Public - Membership Required,CCS (Type 2),25
HIQ Highway Market - GO EC,Venniyour,Kerala,11.02117549,75.94812609,GO EC (IN),Public - Membership Required,CCS (Type 2),30
Chargify EV Super Charging Station ,Malappuram,Kerala,11.07841705,75.90276392,GO EC (IN),Public - Membership Required,CCS (Type 2),30
Reliance Fresh EVCS - GO EC,Kozhikode,Keral,11.23473742,75.84670659,GO EC (IN),Public - Membership Required,CCS (Type 2),60
Top Dines Hotel - GO EC,Muthanga,Kerala,11.67080199,76.36101966,GO EC (IN),Public - Membership Required,CCS (Type 2),30
Cafe Manoila - GO EC,Kalpetta,Kerala,11.59777661,76.08013837,GO EC (IN),Public - Membership Required,CCS (Type 2),25
CGH Wayanad Wild EV Charging Station - GO EC,Lakkidi,Kerala,11.51834425,76.0212557,GO EC (IN),Public - Membership Required,CCS (Type 2),30
Mall of Mukkom EVCS - GO EC,Mukkom,Kerala,11.31972723,75.99551711,GO EC (IN),Public - Membership Required,CCS (Type 2),60
HOTAG EV Charging Station - GO EC,Thamarassery,Kerala,11.40469328,75.92956806,GO EC (IN),Public - Membership Required,CCS (Type 2),25
Green Amp EVCS - GO EC,Kozhikode,Kerala,11.25880102,75.80890435,GO EC (IN),Public - Membership Required,CCS (Type 2),30
Green Amp EVCS - GO EC,Kozhikode,Kerala,11.25880102,75.80890435,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3
Calicut Malabar Gold - GO EC,Kozhikode,Kerala,11.2578618,75.7802306,GO EC (IN),Public - Membership Required,CCS (Type 2),30
Calicut Malabar Gold - GO EC,Kozhikode,Kerala,11.2578618,75.7802306,GO EC (IN),Public - Membership Required,CCS (Type 2),30
Calicut Malabar Gold - GO EC,Kozhikode,Kerala,11.2578618,75.7802306,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3
Mandrin Sky - GO EC,Kannur,Kerala,11.92755972,75.50047315,GO EC (IN),Public - Membership Required,CEE 3 Pin,7
JSR EVCS - GO EC,Mambaram,Kerala,11.82580205,75.50895671,GO EC (IN),Public - Membership Required,CCS (Type 2),30
JSR EVCS - GO EC,Mambaram,Kerala,11.82580205,75.50895671,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3
Kannur H&H,Melechowa,Kerala,11.8716637,75.39598586,GO EC (IN),Public - Membership Required,CCS (Type 2),30
G Mall - GO EC,Kannur,Kerala,11.88020075,75.37466479,GO EC (IN),Public - Membership Required,CCS (Type 2),60
Exit 17 - GO EC,Payyannur,Kerala,12.08863773,75.25264585,GO EC (IN),Public - Membership Required,CCS (Type 2),30
Exit 17 - GO EC,Payyannur,Kerala,12.08863773,75.25264585,GO EC (IN),Public - Membership Required,CEE 3 Pin,3.3
Periya A Star - GO EC,Hosdurg,Kerala,12.40580531,75.09629761,GO EC (IN),Public - Membership Required,CCS (Type 2),30
Roshi EVCS (EVOK) - ChargeMOD,Kasaragod,Kerala,12.50597417,74.98678089,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Kanhangad KSEB EVCS - ChangeMOD,Kanhangad,Kerala,12.34250549,75.11266367,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Kanhangad KSEB EVCS - ChangeMOD,Kanhangad,Kerala,12.34250549,75.11266367,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Kanhangad KSEB EVCS - ChangeMOD,Kanhangad,Kerala,12.34250549,75.11266367,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,30
Kanhangad KSEB EVCS - ChangeMOD,Kanhangad,Kerala,12.34250549,75.11266367,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Ammas Fast - ChargeMOD,Cheruvathur,Kerala,12.22720023,75.15911994,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Ammas Fast - ChargeMOD,Cheruvathur,Kerala,12.22720023,75.15911994,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Mathil Service Co-Operative Bank EVCS - ChargeMOD,Mathil,Kerala,12.17697015,75.2467558,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Mathil Service Co-Operative Bank EVCS - ChargeMOD,Mathil,Kerala,12.17697015,75.2467558,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Mathil Service Co-Operative Bank EVCS - ChargeMOD,Mathil,Kerala,12.17697015,75.2467558,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
EQ Point EVCS - ChargeMOD,Payyannur,Kerala,12.20776624,75.27945213,ChargeMod (IN),Public - Membership Required,CCS (Type 2),25
EQ Point EVCS - ChargeMOD,Payyannur,Kerala,12.20776624,75.27945213,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
PCR Bank EVCS - ChargeMOD,Bakkalam,Kerala,11.99744945,75.37090753,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
PCR Bank EVCS - ChargeMOD,Bakkalam,Kerala,11.99744945,75.37090753,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Manjapalam KSEB EVCS - ChargeMOD,Kannur,Kerala,11.87836828,75.35952615,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Manjapalam KSEB EVCS - ChargeMOD,Kannur,Kerala,11.87836828,75.35952615,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Manjapalam KSEB EVCS - ChargeMOD,Kannur,Kerala,11.87836828,75.35952615,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,30
Manjapalam KSEB EVCS - ChargeMOD,Kannur,Kerala,11.87836828,75.35952615,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,15
Eastend Hotel and Resorts - ChargeMOD,Munnar,Kerala,10.0873794,77.06169963,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Eastend Hotel and Resorts - ChargeMOD,Munnar,Kerala,10.0873794,77.06169963,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Eastend Hotel and Resorts - ChargeMOD,Munnar,Kerala,10.0873794,77.06169963,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Sky Penta EVCS - ChargeMOD,Iritty,Kerala,11.98556153,75.67618166,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Reboost EVCS - ChargeMOD,"Panoor, Kannur",Kerala,11.75486663,75.57806506,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Mindful EVCS - ChargeMOD,Payyoli,Kerala,11.52044492,75.61798774,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Mindful EVCS - ChargeMOD,Payyoli,Kerala,11.52044492,75.61798774,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Mindful EVCS - ChargeMOD,Payyoli,Kerala,11.52044492,75.61798774,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Mindful EVCS - ChargeMOD,Payyoli,Kerala,11.52044492,75.61798774,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
EVOK Charger - ChargeMOD,Kuttiyady,Kerala,11.64890104,75.75593648,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Banasura Sagar KSEB EVCS - ChargeMOD,Padinjarathara,Kerala,11.67292398,75.95730581,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Banasura Sagar KSEB EVCS - ChargeMOD,Padinjarathara,Kerala,11.67292398,75.95730581,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Banasura Sagar KSEB EVCS - ChargeMOD,Padinjarathara,Kerala,11.67292398,75.95730581,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,30
Banasura Sagar KSEB EVCS - ChargeMOD,Padinjarathara,Kerala,11.67292398,75.95730581,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Empire Restaurant - ChargeMOD,Tharuvana,Kerala,11.73640531,75.98674423,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Hotel Wayanad Square - ChargeMOD,Mananthavady,Kerala,11.79697764,76.00660113,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Adhithya (EVOK) - ChargeMOD,Sulthan Bathery,Kerala,11.66208634,76.26492171,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Adhithya (EVOK) - ChargeMOD,Sulthan Bathery,Kerala,11.66208634,76.26492171,ChargeMod (IN),Public - Membership Required,CCS (Type 2),24
Adhithya (EVOK) - ChargeMOD,Sulthan Bathery,Kerala,11.66208634,76.26492171,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Meenangadi EVCS - ChargeMOD,Meenangadi,Kerala,11.6540457,76.15358524,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Konfudha Resort - ChargeMOD,Kalpetta,Kerala,11.59145545,76.07090978,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Konfudha Resort - ChargeMOD,Kalpetta,Kerala,11.59145545,76.07090978,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Konfudha Resort - ChargeMOD,Kalpetta,Kerala,11.59145545,76.07090978,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Konfudha Resort - ChargeMOD,Kalpetta,Kerala,11.59145545,76.07090978,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Vythiri KSEB EVCS - ChargeMOD,Vythiri,Kerala,11.54575372,76.03937193,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Vythiri KSEB EVCS - ChargeMOD,Vythiri,Kerala,11.54575372,76.03937193,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Vythiri KSEB EVCS - ChargeMOD,Vythiri,Kerala,11.54575372,76.03937193,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,30
Vythiri KSEB EVCS - ChargeMOD,Vythiri,Kerala,11.54575372,76.03937193,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Thamarassery KESEB EVCS - ChargeMOD,Thamarassery,Kerala,11.44408743,75.95587691,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Thamarassery KESEB EVCS - ChargeMOD,Thamarassery,Kerala,11.44408743,75.95587691,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Thamarassery KESEB EVCS - ChargeMOD,Thamarassery,Kerala,11.44408743,75.95587691,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Thamarassery KESEB EVCS - ChargeMOD,Thamarassery,Kerala,11.44408743,75.95587691,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Locus EVCS - ChargeMOD,Koduvally,Kerala,11.33968384,75.89871569,ChargeMod (IN),Public - Membership Required,CCS (Type 2),120
Locus EVCS - ChargeMOD,Koduvally,Kerala,11.33968384,75.89871569,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Locus EVCS - ChargeMOD,Koduvally,Kerala,11.33968384,75.89871569,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Yadav EV Charging Station - ChargeMOD,Kunnamangalam,Kerala,11.31169215,75.8825934,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Kuttoth Enterprises EVCS - ChargeMOD,Kozhikode,Kerala,11.28067356,75.82463167,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
RG Nallanna EVCS (EVOK) - ChargeMOD,Kozhikode,Kerala,11.28081467,75.82434977,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Solar Sparks EVCS - ChargeMOD,Koyilandi,Kerala,11.42767541,75.70299624,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Solar Sparks EVCS - ChargeMOD,Koyilandi,Kerala,11.42767541,75.70299624,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Solar Sparks EVCS - ChargeMOD,Koyilandi,Kerala,11.42767541,75.70299624,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Solar Sparks EVCS - ChargeMOD,Koyilandi,Kerala,11.42767541,75.70299624,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Hotel Arcore,Mysuru,Karnataka,12.3526874,76.6292033,Zeon Charging,Public,CCS (Type 2),60
Hotel Arcore,Mysuru,Karnataka,12.3526874,76.6292033,Zeon Charging,Public,CCS (Type 2),60
Manipal Hospital Mysore,Mysuru,Karnataka ,12.35014588,76.66019891,Zeon Charging,Public,CCS (Type 2),60
Pavangad KSEB EVCS - ChargeMOD,Pavangad,Kerala,11.31241162,75.75859063,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Pavangad KSEB EVCS - ChargeMOD,Pavangad,Kerala,11.31241162,75.75859063,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Pavangad KSEB EVCS - ChargeMOD,Pavangad,Kerala,11.31241162,75.75859063,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Pavangad KSEB EVCS - ChargeMOD,Pavangad,Kerala,11.31241162,75.75859063,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Gandhi Road KSEB EVCS - ChargeMOD,Kozhikode,Kerala,11.26278446,75.76824105,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Gandhi Road KSEB EVCS - ChargeMOD,Kozhikode,Kerala,11.26278446,75.76824105,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Gandhi Road KSEB EVCS - ChargeMOD,Kozhikode,Kerala,11.26278446,75.76824105,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Gandhi Road KSEB EVCS - ChargeMOD,Kozhikode,Kerala,11.26278446,75.76824105,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Mountainpass Residency - ChargeMOD,Vazhikadavu,Kerala,11.38662806,76.35472249,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Trends Edavannappara EVCS - ChargeMOD,Edavannappara,Kerala,11.24532315,75.97749175,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Indus Motors - ChargeMOD,Feroke,Kerala,11.18074376,75.85119864,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Kay Pees Electricals (EVOK) - ChargeMOD,Pulikkal,Kerala,11.16886778,75.92676863,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
RG Nallanna EVCS (EVOK) - ChargeMOD,Aikkarapadi,Kerala,11.17327991,75.9021518,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
NOS2 Varalakshmi Motors EVCS - ChargeMOD,Pingottormad,Kerala,11.14491898,75.89616976,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Tirur KSEB EVCS - ChargeMOD,Tirur,Kerala,10.91624728,75.91828654,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Tirur KSEB EVCS - ChargeMOD,Tirur,Kerala,10.91624728,75.91828654,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Tirur KSEB EVCS - ChargeMOD,Tirur,Kerala,10.91624728,75.91828654,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Relax Point Restaurant,Karippol,Kerala,10.92282041,76.03291841,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Relax Point Restaurant,Karippol,Kerala,10.92282041,76.03291841,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Thirunilath ECVS Charging Station - ChargeMOD,Kottakkal,Kerala,11.00172659,75.98044942,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Malappuram KSEB EVCS - ChargeMOD,Munduparamba,Kerala,11.05422453,76.09214302,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Malappuram KSEB EVCS - ChargeMOD,Munduparamba,Kerala,11.05422453,76.09214302,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Malappuram KSEB EVCS - ChargeMOD,Munduparamba,Kerala,11.05422453,76.09214302,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Malappuram KSEB EVCS - ChargeMOD,Munduparamba,Kerala,11.05422453,76.09214302,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Krishna Enterprises - ChargeMOD,Manjeri,Kerala,11.12303335,76.11586843,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Golden Baked EVCS - ChargeMOD,Manjeri,Kerala,11.12341107,76.12418516,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
EcoCharge EVCS - ChargeMOD,Pandikkad,Kerala,11.09639986,76.21070705,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
EcoCharge EVCS - ChargeMOD,Pandikkad,Kerala,11.09639986,76.21070705,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
MKM Melattur (EVOK) - ChargeMOD,Melattur,Kerala,11.05620809,76.27851203,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
MKM Melattur (EVOK) - ChargeMOD,Melattur,Kerala,11.05620809,76.27851203,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Green Drive EVCS - ChargeMOD,Vengoor,Kerala,11.03450239,76.26188661,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Hotel Mughal Park - ChargeMOD,Perinthalmanna,Kerala,10.97719389,76.22165089,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Avenue Plaza - ChargeMOD,Mannarkkad,Kerala,10.98886452,76.43668851,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Velanthavalam,Vellamthavalam,Kerala,10.80936299,76.84632159,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Velanthavalam,Vellamthavalam,Kerala,10.80936299,76.84632159,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Velanthavalam,Vellamthavalam,Kerala,10.80936299,76.84632159,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Velanthavalam,Vellamthavalam,Kerala,10.80936299,76.84632159,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Flash Charge EVCS - ChargeMOD,Kanjikkode,Kerala,10.80227998,76.78520299,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Flash Charge EVCS - ChargeMOD,Kanjikkode,Kerala,10.80227998,76.78520299,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Electrica EVCS - ChargeMOD,Palakkad,Kerala,10.78535486,76.60395568,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Electrica EVCS - ChargeMOD,Palakkad,Kerala,10.78535486,76.60395568,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Sihla Energy - ChargeMOD,Mundur,Kerala,10.83949185,76.57999971,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Lakshmi KRS EVCS - ChargeMOD,Sreekrishnapuram,Kerala,10.89808011,76.39529565,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Evee Buddy - ChargeMOD,Lakkidi,Kerala,10.77814249,76.43743038,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Kulappully KSEB EVCS - ChargeMOD,Kulappully,Kerala,10.77974601,76.28528086,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Kulappully KSEB EVCS - ChargeMOD,Kulappully,Kerala,10.77974601,76.28528086,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Kulappully KSEB EVCS - ChargeMOD,Kulappully,Kerala,10.77974601,76.28528086,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Kulappully KSEB EVCS - ChargeMOD,Kulappully,Kerala,10.77974601,76.28528086,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Syndicate Mall and Cinemas,Koppam,Kerala,10.87826592,76.18760662,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Medi Mall EVCS - ChargeMOD,Pattambi,Kerala,10.80158611,76.17840843,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Koottanad KSEB EVCS - ChargeMOD,Kootanad,Kerala,10.7582932,76.13036645,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Koottanad KSEB EVCS - ChargeMOD,Kootanad,Kerala,10.7582932,76.13036645,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,22
Koottanad KSEB EVCS - ChargeMOD,Kootanad,Kerala,10.7582932,76.13036645,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Sihla Energy EVCS - ChargeMOD,Changaramkulam,Kerala,10.73455196,76.04864669,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Kadharkkante Chayakkada - ChargeMOD,Changaramkulam,Kerala,10.73260554,76.03743007,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Maranchery Bank EVCS - ChargeMOD,Maranchery,Kerala,10.73382407,75.97481312,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Maranchery Bank EVCS - ChargeMOD,Maranchery,Kerala,10.73382407,75.97481312,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Sihla Energy CV Junction,Ponnanu,Kerala,10.78474624,75.94715236,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Ponnani KSEB EVCS - ChargeMOD,Ponnani,Kerala,10.77270263,75.9471515,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Ponnani KSEB EVCS - ChargeMOD,Ponnani,Kerala,10.77270263,75.9471515,ChargeMod (IN),Public - Membership Required,CHAdeMO,30
Ponnani KSEB EVCS - ChargeMOD,Ponnani,Kerala,10.77270263,75.9471515,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15
Ponnani KSEB EVCS - ChargeMOD,Ponnani,Kerala,10.77270263,75.9471515,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22
Flash Charge EVCS - ChargeMOD,Erumappetti,Kerala,10.68134082,76.16966999,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Flash Charge EVCS - ChargeMOD,Erumappetti,Kerala,10.68134082,76.16966999,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
SR Power Hub - ChargeMOD,Wadakkanchery,Kerala,10.64441131,76.23665238,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
SR Power Hub - ChargeMOD,Wadakkanchery,Kerala,10.64441131,76.23665238,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
SR Power Hub - ChargeMOD,Wadakkanchery,Kerala,10.64441131,76.23665238,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Executive EVCS - ChargeMOD,Kechery,Kerala,10.61662659,76.12578392,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
Executive EVCS - ChargeMOD,Kechery,Kerala,10.61662659,76.12578392,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60
Core Multicusine Restaurant - ChargeMOD,Killannur,Kerala,10.60582367,76.21178763,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30
